19.40785484403095,-99.18737999230464
19.40783223405195,-99.18793209906995
19.40793814140041,-99.18793403758292
19.40891680222135,-99.18797094618597
19.40925997542069,-99.18798237748474
19.409270566863466,-99.18785135611515
19.409364015334198,-99.18592954885712
19.409371263778265,-99.1852745434106
19.409358477964155,-99.18498066750446
19.4094113237544,-99.18363762980017
19.409409903248637,-99.18352072941393
19.40934354970077,-99.18333590474708
19.40939155459177,-99.1833137493111
19.41028814869497,-99.18283141830491
19.410439704220185,-99.18273449552015
19.411040876858237,-99.18237964602145
19.411160079700633,-99.18221204813673
19.411206437254407,-99.1821563769288
19.411227850101472,-99.18210306574574
19.41123978728735,-99.1820068203577
19.411215601430538,-99.18190978800496
19.41083903648811,-99.18113352336097
19.41069780763617,-99.18084421869338
19.410476363758644,-99.18038235602303
19.41005967477343,-99.1796125698464
19.409930185074337,-99.1794187449099
19.409749709056715,-99.17909561825851
19.409516923342952,-99.17864208028224
19.40931908495,-99.17824150221905
19.409239233019004,-99.17806327591562
19.409089629442878,-99.17778807871183
19.40891101464268,-99.17740355109603
19.408551615401173,-99.17670980168471
19.408495500633705,-99.17657482083523
19.40855459795539,-99.17653747714556
19.408629020542573,-99.17645329133174
19.4086878555995,-99.17657018451538
19.40877039466559,-99.17673740673737
19.40898710917305,-99.17716959474276
19.409185493819958,-99.17756930240255
19.409380208647775,-99.17798894981851
19.409639426484592,-99.17848338694213
19.409818295225783,-99.1788481034553

